web-scraper-order,web-scraper-start-url,films,films-href,title,genres,image-src,number
"1678819295-3736","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/28","The Rose Tattoo (1955)","https://letterboxd.com/film/the-rose-tattoo/","The Rose Tattoo","[{""genres"":""romance""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/1/2/8/5/1285-the-rose-tattoo-0-230-0-345-crop.jpg?v=f394dd104d","2726"
"1678819297-3737","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/28","Four Days in September (1997)","https://letterboxd.com/film/four-days-in-september/","Four Days in September","[{""genres"":""thriller""},{""genres"":""drama""},{""genres"":""history""}]","https://a.ltrbxd.com/resized/film-poster/3/8/5/2/1/38521-four-days-in-september-0-230-0-345-crop.jpg?v=aec2878a0c","2725"
"1678819300-3738","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/28","Orphans of the Storm (1921)","https://letterboxd.com/film/orphans-of-the-storm/","Orphans of the Storm","[{""genres"":""drama""},{""genres"":""romance""},{""genres"":""history""}]","https://a.ltrbxd.com/resized/film-poster/2/2/5/7/2/22572-orphans-of-the-storm-0-230-0-345-crop.jpg?v=8f2afd5cbd","2724"
"1678819302-3739","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/28","Easter Parade (1948)","https://letterboxd.com/film/easter-parade/","Easter Parade","[{""genres"":""romance""},{""genres"":""music""}]","https://a.ltrbxd.com/resized/film-poster/3/2/9/1/1/32911-easter-parade-0-230-0-345-crop.jpg?v=e3c9ca1e40","2723"
"1678819305-3740","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/28","Judex (1963)","https://letterboxd.com/film/judex-1963/","Judex","[{""genres"":""drama""},{""genres"":""crime""},{""genres"":""action""}]","https://a.ltrbxd.com/resized/film-poster/9/3/0/8/9308-judex-0-230-0-345-crop.jpg?v=1232506ea1","2722"
"1678819307-3741","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/28","The Front (1976)","https://letterboxd.com/film/the-front/","The Front","[{""genres"":""drama""},{""genres"":""comedy""}]","https://a.ltrbxd.com/resized/film-poster/5/0/8/2/8/50828-the-front-0-230-0-345-crop.jpg?v=7c61761443","2721"
"1678819309-3742","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/28","Cabiria (1914)","https://letterboxd.com/film/cabiria/","Cabiria","[{""genres"":""history""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/4/8/9/3/2/48932-cabiria-0-230-0-345-crop.jpg?v=0f8b89008b","2720"
"1678819311-3743","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/28","The Divorcee (1930)","https://letterboxd.com/film/the-divorcee-1930/","The Divorcee","[{""genres"":""drama""},{""genres"":""romance""}]","https://a.ltrbxd.com/resized/film-poster/6/7/1/2/9/67129-the-divorcee-0-230-0-345-crop.jpg?v=8f552cacff","2719"
"1678819314-3744","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/28","Sophie's Choice (1982)","https://letterboxd.com/film/sophies-choice/","Sophie’s Choice","[{""genres"":""war""},{""genres"":""drama""},{""genres"":""romance""}]","https://a.ltrbxd.com/resized/sm/upload/gq/d4/7r/2l/7kBisRhUVzL09qSdNFeg33XbL1N-0-230-0-345-crop.jpg?v=b4f05a054d","2718"
"1678819316-3745","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/28","Adaptation. (2002)","https://letterboxd.com/film/adaptation/","Adaptation.","[{""genres"":""crime""},{""genres"":""drama""},{""genres"":""comedy""}]","https://a.ltrbxd.com/resized/film-poster/5/0/1/1/2/50112-adaptation--0-230-0-345-crop.jpg?v=5bf5496cc7","2717"
"1678819319-3746","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/28","Drugstore Cowboy (1989)","https://letterboxd.com/film/drugstore-cowboy/","Drugstore Cowboy","[{""genres"":""crime""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/5/1/6/2/8/51628-drugstore-cowboy-0-230-0-345-crop.jpg?v=3614000bb8","2716"
"1678819321-3747","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/28","Berlin: Symphony of a Great City (1927)","https://letterboxd.com/film/berlin-symphony-of-a-great-city/","Berlin: Symphony of a Great City","[{""genres"":""documentary""},{""genres"":""history""}]","https://a.ltrbxd.com/resized/film-poster/5/1/8/3/4/51834-berlin-symphony-of-a-great-city-0-230-0-345-crop.jpg?v=fc5977afa7","2715"
"1678819324-3748","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/28","Hold That Ghost (1941)","https://letterboxd.com/film/hold-that-ghost/","Hold That Ghost","[{""genres"":""comedy""},{""genres"":""horror""}]","https://a.ltrbxd.com/resized/film-poster/4/2/9/5/9/42959-hold-that-ghost-0-230-0-345-crop.jpg?v=3c75820c2e","2714"
"1678819327-3749","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/28","Brooklyn (2015)","https://letterboxd.com/film/brooklyn/","Brooklyn","[{""genres"":""romance""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/sm/upload/0t/9m/7m/ti/5R4sbomuxa8wlH1T3WeSUTRZo4z-0-230-0-345-crop.jpg?v=b6e716a28f","2713"
"1678819329-3750","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/28","Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)","https://letterboxd.com/film/mr-death-the-rise-and-fall-of-fred-a-leuchter-jr/","Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.","[{""genres"":""documentary""}]","https://a.ltrbxd.com/resized/film-poster/3/3/8/1/8/33818-mr-death-the-rise-and-fall-of-fred-a-leuchter-jr--0-230-0-345-crop.jpg?v=de115cd090","2712"
"1678819331-3751","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/28","My Sassy Girl (2001)","https://letterboxd.com/film/my-sassy-girl/","My Sassy Girl","[{""genres"":""romance""},{""genres"":""drama""},{""genres"":""comedy""}]","https://a.ltrbxd.com/resized/film-poster/4/5/5/3/0/45530-my-sassy-girl-0-230-0-345-crop.jpg?v=514cd17cb1","2711"
"1678819334-3752","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/28","The Devil's Backbone (2001)","https://letterboxd.com/film/the-devils-backbone/","The Devil’s Backbone","[{""genres"":""drama""},{""genres"":""fantasy""},{""genres"":""horror""},{""genres"":""thriller""}]","https://a.ltrbxd.com/resized/sm/upload/h4/ea/tl/l5/e9UizPFgoCnRCPtR0tyg2JNXY6A-0-230-0-345-crop.jpg?v=24af090ca9","2710"
"1678819336-3753","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/28","Hard Times (1975)","https://letterboxd.com/film/hard-times-1975/","Hard Times","[{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/3/8/0/8/0/38080-hard-times-0-230-0-345-crop.jpg?v=757a219f1c","2709"
"1678819339-3754","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/28","A Christmas Carol (1984)","https://letterboxd.com/film/a-christmas-carol-1984/","A Christmas Carol","[{""genres"":""drama""},{""genres"":""family""},{""genres"":""fantasy""},{""genres"":""tv-movie""}]","https://a.ltrbxd.com/resized/film-poster/4/4/0/6/4/44064-a-christmas-carol-0-230-0-345-crop.jpg?v=41ab7d6485","2708"
"1678819341-3755","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/28","Imagine: John Lennon (1988)","https://letterboxd.com/film/imagine-john-lennon/","Imagine: John Lennon","[{""genres"":""documentary""},{""genres"":""music""}]","https://a.ltrbxd.com/resized/film-poster/3/5/0/9/8/35098-imagine-john-lennon-0-230-0-345-crop.jpg?v=379eb3e31c","2707"
"1678819343-3756","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/28","Kitty Foyle (1940)","https://letterboxd.com/film/kitty-foyle/","Kitty Foyle","[{""genres"":""drama""},{""genres"":""romance""}]","https://a.ltrbxd.com/resized/film-poster/6/4/1/8/7/64187-kitty-foyle-0-230-0-345-crop.jpg?v=f1da6eca3c","2706"
"1678819345-3757","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/28","Dante's Inferno (1911)","https://letterboxd.com/film/dantes-inferno-1911/","Dante’s Inferno","[{""genres"":""adventure""},{""genres"":""fantasy""},{""genres"":""horror""}]","https://a.ltrbxd.com/resized/film-poster/5/8/9/4/8/58948-dante-s-inferno-0-230-0-345-crop.jpg?v=cc97a18037","2705"
"1678819348-3758","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/28","Daisy Kenyon (1947)","https://letterboxd.com/film/daisy-kenyon/","Daisy Kenyon","[{""genres"":""romance""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/3/9/1/1/1/39111-daisy-kenyon-0-230-0-345-crop.jpg?v=b0f1dda580","2704"
"1678819350-3759","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/28","The Tillman Story (2010)","https://letterboxd.com/film/the-tillman-story/","The Tillman Story","[{""genres"":""documentary""}]","https://a.ltrbxd.com/resized/film-poster/2/1/2/3/5/21235-the-tillman-story-0-230-0-345-crop.jpg?v=a9a24490fe","2703"
"1678819353-3760","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/28","Survive Style 5+ (2004)","https://letterboxd.com/film/survive-style-5/","Survive Style 5+","[{""genres"":""mystery""},{""genres"":""comedy""},{""genres"":""thriller""}]","https://a.ltrbxd.com/resized/film-poster/4/1/8/0/4/41804-survive-style-5--0-230-0-345-crop.jpg?v=4cf8a2a2ca","2702"
"1678819355-3761","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/28","November (2003)","https://letterboxd.com/film/november-2003/","November","[{""genres"":""thriller""},{""genres"":""drama""},{""genres"":""comedy""}]","https://a.ltrbxd.com/resized/film-poster/4/6/8/3/5/46835-november-0-230-0-345-crop.jpg?v=34c9cb6926","2701"
"1678819377-3762","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Life Itself (2014)","https://letterboxd.com/film/life-itself/","Life Itself","[{""genres"":""documentary""}]","https://a.ltrbxd.com/resized/film-poster/1/7/5/0/6/7/175067-life-itself-0-230-0-345-crop.jpg?v=ac935dd80f","2700"
"1678819379-3763","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Where Eagles Dare (1968)","https://letterboxd.com/film/where-eagles-dare/","Where Eagles Dare","[{""genres"":""action""},{""genres"":""adventure""},{""genres"":""war""}]","https://a.ltrbxd.com/resized/film-poster/4/5/6/5/7/45657-where-eagles-dare-0-230-0-345-crop.jpg?v=87a2e18039","2699"
"1678819381-3764","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Ariel (1988)","https://letterboxd.com/film/ariel/","Ariel","[{""genres"":""drama""},{""genres"":""comedy""},{""genres"":""crime""}]","https://a.ltrbxd.com/resized/film-poster/2/7/1/4/2714-ariel-0-230-0-345-crop.jpg?v=0352560e4b","2698"
"1678819383-3765","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Force of Evil (1948)","https://letterboxd.com/film/force-of-evil/","Force of Evil","[{""genres"":""drama""},{""genres"":""crime""}]","https://a.ltrbxd.com/resized/film-poster/3/5/0/8/4/35084-force-of-evil-0-230-0-345-crop.jpg?v=023bfc4e99","2697"
"1678819386-3766","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Father Goose (1964)","https://letterboxd.com/film/father-goose/","Father Goose","[{""genres"":""adventure""},{""genres"":""comedy""},{""genres"":""romance""}]","https://a.ltrbxd.com/resized/film-poster/3/2/1/5/1/32151-father-goose-0-230-0-345-crop.jpg?v=70df3d9714","2696"
"1678819388-3767","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Lassie Come Home (1943)","https://letterboxd.com/film/lassie-come-home/","Lassie Come Home","[{""genres"":""adventure""},{""genres"":""drama""},{""genres"":""family""}]","https://a.ltrbxd.com/resized/film-poster/5/0/4/3/7/50437-lassie-come-home-0-230-0-345-crop.jpg?v=34d4f9af74","2695"
"1678819391-3768","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Elite Squad: The Enemy Within (2010)","https://letterboxd.com/film/elite-squad-the-enemy-within/","Elite Squad: The Enemy Within","[{""genres"":""crime""},{""genres"":""action""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/1/7/5/0/3/17503-elite-squad-the-enemy-within-0-230-0-345-crop.jpg?v=3eec3d9880","2694"
"1678819393-3769","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Fruitvale Station (2013)","https://letterboxd.com/film/fruitvale-station/","Fruitvale Station","[{""genres"":""drama""}]","https://a.ltrbxd.com/resized/sm/upload/4i/ao/9w/sf/zwPYTHFCgWYHRW1OoxE23dxZZRX-0-230-0-345-crop.jpg?v=f56e9553ca","2693"
"1678819396-3770","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Hello, Dolly! (1969)","https://letterboxd.com/film/hello-dolly/","Hello, Dolly!","[{""genres"":""comedy""},{""genres"":""romance""},{""genres"":""music""}]","https://a.ltrbxd.com/resized/film-poster/4/3/3/9/8/43398-hello-dolly--0-230-0-345-crop.jpg?v=e18fca9665","2692"
"1678819398-3771","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Anchors Aweigh (1945)","https://letterboxd.com/film/anchors-aweigh/","Anchors Aweigh","[{""genres"":""comedy""},{""genres"":""music""},{""genres"":""war""},{""genres"":""fantasy""},{""genres"":""romance""}]","https://a.ltrbxd.com/resized/film-poster/4/0/7/1/5/40715-anchors-aweigh-0-230-0-345-crop.jpg?v=c8b128f0aa","2691"
"1678819401-3772","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","The Prodigal Son (1981)","https://letterboxd.com/film/the-prodigal-son/","The Prodigal Son","[{""genres"":""comedy""},{""genres"":""action""}]","https://a.ltrbxd.com/resized/film-poster/2/3/6/4/4/23644-the-prodigal-son-0-230-0-345-crop.jpg?v=ab7bc91241","2690"
"1678819403-3773","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Prayers for Bobby (2009)","https://letterboxd.com/film/prayers-for-bobby/","Prayers for Bobby","[{""genres"":""drama""},{""genres"":""history""},{""genres"":""tv-movie""}]","https://a.ltrbxd.com/resized/film-poster/3/8/2/7/6/38276-prayers-for-bobby-0-230-0-345-crop.jpg?v=d302d85d7c","2689"
"1678819406-3774","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Jane (2017)","https://letterboxd.com/film/jane-2017-1/","Jane","[{""genres"":""documentary""}]","https://a.ltrbxd.com/resized/film-poster/4/0/2/2/6/6/402266-jane-0-230-0-345-crop.jpg?v=e50a35ac2c","2688"
"1678819408-3775","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Animal House (1978)","https://letterboxd.com/film/animal-house/","Animal House","[{""genres"":""comedy""}]","https://a.ltrbxd.com/resized/film-poster/4/7/7/0/3/47703-animal-house-0-230-0-345-crop.jpg?v=e9d5a58ee6","2687"
"1678819411-3776","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Raw Deal (1948)","https://letterboxd.com/film/raw-deal/","Raw Deal","[{""genres"":""crime""},{""genres"":""thriller""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/3/5/5/3/2/35532-raw-deal-0-230-0-345-crop.jpg?v=9da5acd623","2686"
"1678819413-3777","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Time (2020)","https://letterboxd.com/film/time-2020/","Time","[{""genres"":""documentary""}]","https://a.ltrbxd.com/resized/film-poster/5/7/9/2/2/0/579220-time-0-230-0-345-crop.jpg?v=9dfce86b89","2685"
"1678819415-3778","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Sunflower (1970)","https://letterboxd.com/film/sunflower-1970/","Sunflower","[{""genres"":""war""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/5/0/7/3/7/50737-sunflower-0-230-0-345-crop.jpg?v=c08b53c011","2684"
"1678819418-3779","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Nil by Mouth (1997)","https://letterboxd.com/film/nil-by-mouth/","Nil by Mouth","[{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/3/8/5/2/2/38522-nil-by-mouth-0-230-0-345-crop.jpg?v=2947a39412","2683"
"1678819420-3780","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","The Omen (1976)","https://letterboxd.com/film/the-omen/","The Omen","[{""genres"":""thriller""},{""genres"":""horror""}]","https://a.ltrbxd.com/resized/film-poster/5/1/3/5/8/51358-the-omen-0-230-0-345-crop.jpg?v=2f669d4209","2682"
"1678819423-3781","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","The Salesman (2016)","https://letterboxd.com/film/the-salesman-2016/","The Salesman","[{""genres"":""drama""},{""genres"":""thriller""}]","https://a.ltrbxd.com/resized/sm/upload/r6/0o/25/5n/55yxwuTsbbmYuUQVdvnE7kVlsS4-0-230-0-345-crop.jpg?v=ebaa336eef","2681"
"1678819425-3782","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","A Gentle Woman (1969)","https://letterboxd.com/film/a-gentle-woman/","A Gentle Woman","[{""genres"":""drama""},{""genres"":""romance""}]","https://a.ltrbxd.com/resized/film-poster/1/0/3/3/4/10334-a-gentle-woman-0-230-0-345-crop.jpg?v=c34542e2de","2680"
"1678819427-3783","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Truck Turner (1974)","https://letterboxd.com/film/truck-turner/","Truck Turner","[{""genres"":""drama""},{""genres"":""thriller""},{""genres"":""action""}]","https://a.ltrbxd.com/resized/film-poster/3/8/0/6/3/38063-truck-turner-0-230-0-345-crop.jpg?v=9140392314","2679"
"1678819430-3784","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","The Enforcer (1951)","https://letterboxd.com/film/the-enforcer/","The Enforcer","[{""genres"":""drama""},{""genres"":""thriller""}]","https://a.ltrbxd.com/resized/film-poster/3/5/1/0/5/35105-the-enforcer-0-230-0-345-crop.jpg?v=24e323689d","2678"
"1678819432-3785","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","El Topo (1970)","https://letterboxd.com/film/el-topo/","El Topo","[{""genres"":""adventure""},{""genres"":""action""},{""genres"":""western""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/4/4/1/9/9/44199-el-topo-0-230-0-345-crop.jpg?v=2523af266a","2677"
"1678819434-3786","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Anvil! The Story of Anvil (2008)","https://letterboxd.com/film/anvil-the-story-of-anvil/","Anvil! The Story of Anvil","[{""genres"":""music""},{""genres"":""documentary""}]","https://a.ltrbxd.com/resized/sm/upload/vq/ja/ne/qh/sHtlQP7J0U6PVknvyH1Eh5RyWWG-0-230-0-345-crop.jpg?v=e67cac40a8","2676"
"1678819436-3787","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Electra Glide in Blue (1973)","https://letterboxd.com/film/electra-glide-in-blue/","Electra Glide in Blue","[{""genres"":""thriller""},{""genres"":""drama""},{""genres"":""mystery""},{""genres"":""crime""}]","https://a.ltrbxd.com/resized/film-poster/3/5/3/9/9/35399-electra-glide-in-blue-0-230-0-345-crop.jpg?v=f36ea3af87","2675"
"1678819439-3788","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Barfi! (2012)","https://letterboxd.com/film/barfi/","Barfi!","[{""genres"":""comedy""},{""genres"":""romance""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/9/9/4/6/7/99467-barfi-0-230-0-345-crop.jpg?v=ce359a4f68","2674"
"1678819441-3789","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Parting Glances (1986)","https://letterboxd.com/film/parting-glances/","Parting Glances","[{""genres"":""drama""},{""genres"":""comedy""}]","https://a.ltrbxd.com/resized/film-poster/3/0/4/2/7/30427-parting-glances-0-230-0-345-crop.jpg?v=c19dcf5d0f","2673"
"1678819444-3790","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Court (2014)","https://letterboxd.com/film/court/","Court","[{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/2/1/7/0/5/8/217058-court-0-230-0-345-crop.jpg?v=1a1f58f883","2672"
"1678819446-3791","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Confessions (2010)","https://letterboxd.com/film/confessions/","Confessions","[{""genres"":""drama""},{""genres"":""mystery""},{""genres"":""thriller""}]","https://a.ltrbxd.com/resized/sm/upload/65/d4/n3/eq/confessions-0-230-0-345-crop.jpg?v=0e93a578c8","2671"
"1678819449-3792","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Dangal (2016)","https://letterboxd.com/film/dangal/","Dangal","[{""genres"":""comedy""},{""genres"":""action""},{""genres"":""family""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/2/9/2/6/2/7/292627-dangal-0-230-0-345-crop.jpg?v=d6965d1f2b","2670"
"1678819451-3793","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","The Driver (1978)","https://letterboxd.com/film/the-driver/","The Driver","[{""genres"":""crime""},{""genres"":""action""},{""genres"":""thriller""}]","https://a.ltrbxd.com/resized/film-poster/5/0/4/8/0/50480-the-driver-0-230-0-345-crop.jpg?v=8c1b07e157","2669"
"1678819453-3794","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Your Name Engraved Herein (2020)","https://letterboxd.com/film/your-name-engraved-herein/","Your Name Engraved Herein","[{""genres"":""drama""},{""genres"":""history""},{""genres"":""romance""}]","https://a.ltrbxd.com/resized/film-poster/6/4/2/1/5/0/642150-your-name-engraved-herein-0-230-0-345-crop.jpg?v=40f6c9769e","2668"
"1678819456-3795","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Watch on the Rhine (1943)","https://letterboxd.com/film/watch-on-the-rhine/","Watch on the Rhine","[{""genres"":""drama""},{""genres"":""thriller""}]","https://a.ltrbxd.com/resized/film-poster/5/2/7/7/7/52777-watch-on-the-rhine-0-230-0-345-crop.jpg?v=bd611170fc","2667"
"1678819458-3796","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Stalingrad (1993)","https://letterboxd.com/film/stalingrad/","Stalingrad","[{""genres"":""war""},{""genres"":""drama""},{""genres"":""history""}]","https://a.ltrbxd.com/resized/film-poster/4/5/6/0/4/45604-stalingrad-0-230-0-345-crop.jpg?v=44c4cb42fe","2666"
"1678819461-3797","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","The Dreamlife of Angels (1998)","https://letterboxd.com/film/the-dreamlife-of-angels/","The Dreamlife of Angels","[{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/4/6/7/7/5/46775-the-dreamlife-of-angels-0-230-0-345-crop.jpg?v=529727378f","2665"
"1678819463-3798","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Thondimuthalum Driksakshiyum (2017)","https://letterboxd.com/film/thondimuthalum-driksakshiyum/","Thondimuthalum Driksakshiyum","[{""genres"":""comedy""},{""genres"":""thriller""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/3/9/1/7/7/8/391778-thondimuthalum-driksakshiyum-0-230-0-345-crop.jpg?v=d3c2700aed","2664"
"1678819466-3799","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","The Desperate Hours (1955)","https://letterboxd.com/film/the-desperate-hours/","The Desperate Hours","[{""genres"":""crime""},{""genres"":""drama""},{""genres"":""thriller""}]","https://a.ltrbxd.com/resized/film-poster/4/0/2/1/7/40217-the-desperate-hours-0-230-0-345-crop.jpg?v=73b6248576","2663"
"1678819468-3800","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","A Brief History of Time (1991)","https://letterboxd.com/film/a-brief-history-of-time/","A Brief History of Time","[{""genres"":""documentary""}]","https://a.ltrbxd.com/resized/film-poster/5/1/0/9/8/51098-a-brief-history-of-time-0-230-0-345-crop.jpg?v=5bbe4092fd","2662"
"1678819470-3801","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Soul (2020)","https://letterboxd.com/film/soul-2020/","Soul","[{""genres"":""family""},{""genres"":""drama""},{""genres"":""comedy""},{""genres"":""animation""},{""genres"":""fantasy""}]","https://a.ltrbxd.com/resized/film-poster/4/3/8/5/1/1/438511-soul-0-230-0-345-crop.jpg?v=8d0b74f9a8","2661"
"1678819473-3802","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Bones Brigade: An Autobiography (2012)","https://letterboxd.com/film/bones-brigade-an-autobiography/","Bones Brigade: An Autobiography","[{""genres"":""documentary""}]","https://a.ltrbxd.com/resized/film-poster/7/0/6/6/2/70662-bones-brigade-an-autobiography-0-230-0-345-crop.jpg?v=9a0e59c600","2660"
"1678819475-3803","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Avatar (2009)","https://letterboxd.com/film/avatar/","Avatar","[{""genres"":""adventure""},{""genres"":""action""},{""genres"":""science-fiction""},{""genres"":""fantasy""}]","https://a.ltrbxd.com/resized/sm/upload/1p/mh/li/l2/b7nR3eKeTOwHPKmDLUWunIGasKo-0-230-0-345-crop.jpg?v=0bb5ec98ec","2659"
"1678819477-3804","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Meeting People Is Easy (1998)","https://letterboxd.com/film/meeting-people-is-easy/","Meeting People Is Easy","[{""genres"":""music""},{""genres"":""documentary""}]","https://a.ltrbxd.com/resized/film-poster/3/9/6/7/9/39679-meeting-people-is-easy-0-230-0-345-crop.jpg?v=3fff93d83c","2658"
"1678819480-3805","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Radio Days (1987)","https://letterboxd.com/film/radio-days/","Radio Days","[{""genres"":""comedy""},{""genres"":""music""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/3/1/6/6/0/31660-radio-days-0-230-0-345-crop.jpg?v=9caa862376","2657"
"1678819482-3806","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","The Return of the Living Dead (1985)","https://letterboxd.com/film/the-return-of-the-living-dead/","The Return of the Living Dead","[{""genres"":""horror""},{""genres"":""comedy""}]","https://a.ltrbxd.com/resized/film-poster/4/5/7/6/8/45768-the-return-of-the-living-dead-0-230-0-345-crop.jpg?v=c49bf1856e","2656"
